350
47 790
34 17 229446
5 14 117577
30 15 254803
34 6 240612
9 28 84344
17 3 192303
31 26 168650
32 29 127659
25 23 100813
26 18 94186
15 17 259235
28 18 33734
17 9 152182
31 17 69827
22 3 165880
8 9 155031
19 4 143074
31 32 170430
27 32 86424
1 33 135380
12 31 221426
29 9 136360
10 23 211854
21 24 159246
12 22 225891
33 34 201873
29 24 234717
4 2 118277
5 28 74404
3 7 10213
4 18 119821
1 23 241186
28 8 138155
22 24 224984
29 28 52016
33 8 179993
18 16 98393
5 2 127702
34 24 108770
10 6 170797
34 13 159706
30 8 337447
29 21 178350
4 17 234037
30 23 262522
2 22 112552
7 4 92595
17 21 251797
27 1 144622
26 1 59978
24 33 184240
16 10 112327
31 6 306424
23 15 162612
24 28 231133
6 27 91006
26 9 45647
7 11 159167
33 13 114588
16 2 96837
32 9 47427
25 18 57950
10 4 133767
28 23 76597
15 3 107580
6 14 189645
9 6 163348
15 2 143475
13 4 26792
3 2 128243
4 31 204858
34 4 159119
14 28 110641
21 27 138612
27 28 55466
30 32 195177
10 34 129176
16 9 60415
26 2 82069
10 32 99339
18 8 104421
19 15 164712
23 6 223069
29 1 185857
17 5 243462
8 3 192586
32 19 105086
12 20 244674
5 22 66190
30 25 290976
31 10 221327
24 8 303885
34 8 232295
14 29 127001
17 29 252886
2 29 172782
20 5 120108
3 12 236446
5 26 65706
6 32 139554
24 2 149612
19 26 106866
13 3 109174
34 30 259680
24 1 165256
22 14 102427
16 13 77768
19 33 179539
31 15 230056
14 26 71944
29 11 96165
26 148
7 5 103406
7 14 86447
6 17 293156
10 8 217310
4 16 100610
20 23 209670
14 16 146305
26 25 148742
5 14 18097
5 11 88780
11 1 224525
16 5 164402
15 13 73701
17 26 79605
21 10 204086
2 5 97364
12 20 54115
2 14 79267
25 10 267119
11 3 265120
8 1 273488
18 24 208622
8 9 271009
19 25 143222
17 24 120861
7 15 71503
25 20 143764
1 3 231157
17 18 237741
20 11 159416
6 2 272649
20 15 103677
13 26 144207
26 9 201273
9 2 203934
10 14 78496
7 9 156645
26 19 182116
4 1 183869
1 10 252043
20 14 118621
3 15 209664
13 21 66833
8 25 325241
4 6 263982
7 23 76475
13 12 46038
5 9 229464
6 8 329027
16 13 87548
9 22 181967
7 1 97283
2 17 248148
20 6 267055
23 11 203717
18 25 210984
20 1 87129
24 22 154944
5 17 186978
19 14 186345
23 9 80170
5 1 200689
15 2 64323
17 22 244660
11 9 257357
22 8 237809
2 19 235724
17 10 247377
13 9 172638
14 13 58757
17 7 161823
26 24 41256
23 25 119799
22 14 75779
21 9 105805
20 4 96752
7 22 132338
5 8 180127
21 17 176957
16 22 96877
9 15 228148
22 15 60835
13 6 258978
23 3 65630
12 8 266825
16 18 195705
9 3 145800
6 9 171488
4 10 283686
12 25 197879
24 6 255601
12 9 126600
16 21 20715
22 2 21967
22 10 144092
3 2 208849
18 10 264870
10 11 138996
22 20 42842
12 6 212940
16 15 157712
9 24 197607
2 8 241297
24 5 97262
6 23 138164
3 5 212817
14 1 183730
25 11 128123
3 16 131435
6 25 257963
18 26 249878
11 7 127242
17 9 121668
12 14 104795
2 1 122991
6 5 241367
14 6 223270
6 15 208326
23 16 165260
13 18 127617
11 17 135689
1 6 311922
4 23 125818
1 19 197181
20 13 100153
1 18 264943
18 11 257057
3 6 203794
7 4 187723
26 8 176516
20 8 280651
25 7 196274
19 21 162552
15 21 136997
3 14 194720
5 4 233470
15 8 176974
14 15 14944
13 8 220787
26 16 206115
7 10 154760
3 22 186882
3 7 142105
19 10 254658
19 7 99898
20 5 136718
2 10 135083
24 20 197786
17 61
9 2 297286
16 6 197540
16 11 164897
14 10 149172
7 17 323357
14 9 241631
6 12 470294
16 8 286133
7 12 498749
8 9 392241
3 4 208155
9 3 75311
12 17 541770
1 4 244734
8 11 121236
1 7 327514
4 6 198345
2 15 218994
8 5 334109
13 15 373003
3 1 36579
2 6 183809
17 3 32422
17 14 167925
7 5 298414
5 11 309676
15 12 550521
17 4 240577
6 13 296883
2 10 71198
1 8 353509
12 3 574192
5 10 358259
17 9 107733
8 7 213719
6 9 337791
2 11 119781
13 7 325338
5 6 326869
12 14 566988
12 2 532025
4 13 351896
3 5 111224
4 12 600716
8 13 395026
9 10 226088
6 10 112611
13 3 143741
15 5 408889
9 13 68430
8 4 255553
4 14 234906
10 1 283614
3 6 262480
4 15 233530
10 7 141066
8 6 185264
16 9 348001
16 12 301502
6 1 299059
11 17 230874
19 137
7 9 301838
8 10 203332
7 18 212715
11 1 96588
18 4 105299
16 2 132285
12 13 132278
19 15 94892
14 7 109517
2 8 252934
3 10 142227
13 5 58476
11 17 188009
15 8 168154
7 16 98892
8 17 118866
11 2 106570
19 13 158196
11 8 156189
4 7 264703
9 3 12151
12 10 10991
10 16 72858
17 9 276156
19 10 130070
1 13 72525
14 10 83483
12 5 111260
18 5 18729
17 3 268178
18 17 252187
17 13 291934
15 13 115890
9 12 141079
16 6 25271
18 11 88108
8 19 106865
9 16 202946
15 14 48305
8 3 149312
16 15 37680
16 1 122303
14 6 35896
6 12 87138
10 2 100002
16 12 61867
4 19 195448
12 7 160759
19 18 127607
10 11 98573
18 16 113823
5 16 132552
19 1 160385
11 9 203440
17 7 312616
9 8 157290
3 1 109399
16 17 213724
11 4 165503
19 17 225731
5 15 94872
17 12 215923
15 6 62951
7 8 229366
19 14 67837
18 15 76143
1 4 83613
1 6 147574
9 18 135005
3 12 153218
1 7 221195
15 1 84623
18 13 39747
9 19 225154
13 8 265061
5 4 86570
16 4 165811
4 12 179004
3 14 202222
19 2 146069
6 13 126255
15 7 136572
3 6 216868
17 10 204932
9 13 174752
19 16 57212
3 19 221234
3 16 191597
16 8 130474
11 13 127855
11 19 82927
14 5 143177
7 2 231177
2 12 110993
8 12 192341
11 6 50986
10 4 168013
8 1 252777
6 10 98129
5 8 215743
12 18 92531
5 17 250991
5 7 231444
13 3 170832
2 6 157556
10 5 100269
2 15 94605
4 3 25786
18 1 32778
4 17 293964
6 17 238995
9 5 116276
12 1 125309
12 19 119079
2 4 123761
2 14 142910
5 1 51507
1 2 51240
12 11 87582
19 5 108878
4 9 37937
8 18 234472
5 6 140819
10 18 81540
14 16 10625
14 12 72492
18 14 124448
11 5 106837
14 8 119849
6 18 139094
13 7 250418
15 4 168236
16 13 151526
1 10 114318
6 7 124163
9 10 130088
8 6 138806
36 590
4 32 167221
33 18 80762
12 19 111169
35 34 42396
30 28 173420
22 14 79861
25 26 45014
9 27 48944
36 35 162164
22 26 87148
31 9 79780
14 5 80191
35 7 108426
36 13 210407
5 2 117553
17 27 130072
31 6 104439
31 29 97976
26 8 60921
32 19 116371
12 27 112640
6 9 61377
34 36 122909
15 33 76773
26 14 7287
28 23 143380
27 20 86800
6 18 67772
11 7 136890
35 16 188477
31 7 137793
35 32 108002
36 25 120429
22 5 160052
14 33 68042
4 6 33925
13 19 127740
19 8 53671
26 11 69833
1 10 169243
30 22 113811
3 7 129119
20 10 158611
27 36 136102
3 24 96212
26 4 63989
10 9 187183
18 25 96503
6 22 25952
36 6 80685
31 10 193889
18 8 109554
7 5 167454
6 19 53946
4 20 65308
13 8 181411
29 1 64105
32 29 155888
15 16 118829
33 1 98507
32 1 146799
24 4 112086
16 10 240084
12 34 66652
5 3 134966
14 30 124583
12 11 83045
33 3 89078
36 11 54863
12 29 98470
36 28 95348
11 33 81307
31 8 65025
27 5 158385
15 25 61032
11 1 93011
5 15 129959
18 7 97786
3 10 151137
14 19 37
21 4 115622
19 29 86622
36 1 58330
5 31 130721
25 23 93738
1 21 94400
5 4 136893
14 29 86585
7 2 111706
2 10 154361
2 31 48753
33 10 89891
27 35 135863
31 1 33871
33 27 146236
9 18 102382
1 25 82766
2 4 94064
8 14 53634
26 30 131870
20 35 107004
3 35 99530
12 14 111132
11 21 55875
5 11 142737
25 28 119784
29 25 122661
7 17 139141
33 8 105451
28 6 121392
19 17 51915
30 9 149236
23 22 82161
16 9 150551
10 17 106055
13 1 152077
27 34 98833
11 18 93594
12 30 145082
18 23 2765
8 23 112319
2 16 106423
16 19 143822
28 22 147344
36 22 106637
20 32 124940
36 5 168986
18 22 84926
36 3 62634
2 3 74925
35 31 142282
11 3 7771
31 4 107232
12 10 75863
13 34 121588
11 13 190323
35 30 136339
20 33 76648
34 14 73214
22 33 133081
3 31 105305
31 14 50530
8 20 45028
34 25 96421
25 11 65566
16 7 218129
12 35 24256
31 25 88257
13 33 195819
16 18 146163
16 31 155176
28 29 101123
30 18 155631
24 25 80584
17 4 108580
2 34 93364
3 13 182552
12 15 139313
32 9 145584
28 15 64306
22 15 129629
17 1 82343
14 4 56702
29 21 128741
20 31 59136
4 19 56665
8 21 95790
8 9 82884
24 16 161918
13 30 252360
11 34 93512
34 28 140697
20 15 41162
20 21 108274
19 3 54812
6 27 55417
10 24 78166
32 8 169968
4 36 114610
29 13 211870
20 30 115977
21 14 116880
4 27 21492
22 29 166446
21 36 110738
16 11 149439
27 14 78194
12 16 180840
32 23 68296
14 13 127777
27 8 131828
30 5 204227
11 10 158908
16 28 158323
32 28 150998
34 1 103679
2 13 165139
24 22 95315
25 5 112081
11 15 95102
25 33 15741
20 5 88797
10 28 206261
21 23 146704
15 3 87331
30 17 114219
31 27 128724
28 12 178615
7 9 116439
16 34 146081
12 1 141597
36 8 65909
12 21 138920
2 35 127463
17 13 179655
36 18 122991
13 4 184405
7 24 81867
10 27 187470
23 14 75897
19 15 49805
20 16 135179
16 32 80475
19 2 37399
9 28 96659
24 28 156534
7 26 94550
32 30 168084
33 9 97292
10 19 157970
15 18 105688
10 34 94003
29 17 123084
6 16 123617
27 16 144591
7 19 87226
34 24 15837
8 24 107396
9 14 29250
17 28 119361
16 25 166245
2 32 153696
10 7 160033
9 19 29213
5 23 101258
24 21 159858
1 2 14882
14 16 143785
6 23 65007
27 19 78157
27 28 145603
25 8 89710
16 33 150504
33 29 138402
21 15 67112
26 13 135064
21 34 149387
9 1 59641
33 5 106172
1 6 84374
27 18 98915
2 36 73212
20 9 37856
20 1 39097
31 17 87834
11 14 62546
19 34 73251
24 30 162898
25 35 54025
6 14 53909
10 30 187946
23 7 95021
33 30 98055
1 5 110656
11 28 130029
23 9 105147
6 34 67690
21 35 163176
2 12 147693
36 26 96082
12 13 188240
14 35 106326
26 31 43243
22 3 44003
30 2 137011
24 13 137425
32 10 159609
17 16 166668
35 28 173809
1 27 108585
11 32 151336
17 33 16164
29 3 124173
34 32 65606
4 25 109003
28 4 124111
23 19 75934
35 17 54448
33 36 136170
20 12 119738
10 23 91320
21 25 119415
9 11 87199
26 10 150646
13 9 156953
19 20 8643
2 18 93282
4 34 101615
14 17 51878
22 4 59877
11 20 53940
35 9 135576
25 27 130495
17 11 65989
12 36 137908
21 18 149469
17 25 423
22 21 107076
25 32 85770
17 36 120852
28 1 37018
6 7 141172
27 23 96150
27 7 165383
14 18 73132
26 35 99039
21 17 118992
6 29 140494
14 2 37362
32 13 187194
8 29 32951
24 11 103988
18 28 140615
24 33 64843
31 18 123662
10 35 51607
2 8 16272
3 1 85240
12 22 83175
13 27 205897
24 20 80445
32 36 188515
13 7 214966
32 17 86193
10 18 94085
36 10 213771
23 29 87599
22 2 117223
6 3 18061
13 22 206432
21 33 135156
20 36 97401
15 36 85618
23 12 63969
9 2 66612
34 7 97704
3 34 85741
6 26 61196
5 13 207968
13 23 124271
29 26 93872
29 16 155646
10 13 215591
5 6 134100
24 9 118301
18 32 65688
26 12 118419
6 21 81697
5 19 80228
20 29 77979
5 35 140971
13 18 121670
29 9 115835
17 24 81007
6 17 91811
15 14 49768
34 8 109636
27 2 115556
9 21 143074
33 19 68079
11 19 62583
4 3 51976
34 23 2683
16 3 141668
4 33 124744
8 1 31154
29 15 61629
20 2 28756
11 6 25822
28 13 115059
30 23 152866
8 5 133825
3 30 69808
7 22 167124
31 11 113076
34 18 82
31 36 59415
30 4 121784
4 18 101697
32 12 132258
3 25 73337
2 17 73861
26 2 44649
21 31 128271
26 3 62062
7 36 175984
1 14 30465
25 2 73438
34 9 102464
4 12 91148
28 5 114855
29 10 152611
30 7 198927
5 24 114412
19 26 7324
21 32 205185
30 36 116900
26 27 85481
28 20 76089
29 18 90364
22 27 81369
24 35 26559
9 22 87329
26 24 96338
31 15 61159
2 29 49223
28 14 67483
12 17 78704
22 16 97665
26 33 60755
25 12 78281
24 36 138746
28 8 68172
28 26 74770
13 21 230986
24 27 109304
1 19 30428
6 24 78161
18 5 98493
30 27 143276
15 17 61455
30 25 113796
25 14 52301
34 15 105770
16 5 116618
16 23 148764
29 27 164779
7 33 146710
26 1 37752
29 24 74445
22 19 79898
35 6 81479
9 26 36537
11 29 131919
24 23 13154
20 34 64608
3 32 151347
20 23 67291
35 15 115057
6 20 62515
1 24 119516
1 23 106362
14 32 116334
36 23 125592
17 34 96844
6 25 91388
6 2 91271
21 5 197071
34 26 80501
15 24 121261
2 24 108855
4 16 123099
4 35 115404
28 19 67446
34 30 155549
35 23 39713
19 31 50567
5 10 192578
15 26 57055
36 19 88758
29 5 166776
6 15 103677
13 35 163984
24 12 50815
6 8 107543
4 10 167011
12 5 165227
20 3 46169
35 1 136791
10 25 105632
17 5 112504
7 25 139564
26 23 83184
10 14 157933
26 20 15893
6 30 87859
11 8 98968
34 29 90282
22 31 130391
18 35 42478
15 13 177545
21 28 115927
21 27 137114
24 31 139581
17 9 81128
30 11 62037
34 33 80680
8 16 122695
9 3 79428
2 33 89179
18 1 103597
34 22 84844
12 8 131421
14 20 8606
15 1 27288
27 15 127962
31 34 123744
33 6 107129
6 13 181686
30 21 57493
25 19 52338
36 9 117971
15 9 79018
26 21 124167
28 2 51900
1 16 121305
33 35 38284
7 28 154672
16 26 151072
16 36 179635
18 19 73169
7 8 122849
32 15 146802
4 8 110336
7 1 117654
33 32 70029
16 21 185941
4 11 59747
36 14 88795
1 30 151893
7 4 143891
13 31 178307
20 22 88467
27 32 164439
23 15 108453
30 31 131142
2 11 82696
5 9 109441
3 21 63646
20 25 60907
17 20 60484
29 36 98860
29 4 143287
7 32 163310
31 33 103998
6 32 133296
23 17 94161
32 26 123621
12 18 66734
10 22 159038
19 24 89088
4 1 87093
5 26 87478
17 22 117763
30 16 211476
21 2 79518
16 13 267669
9 12 118600
14 24 89051
23 4 98932
18 20 64526
15 2 12406
8 22 133495
35 11 107301
31 23 126427
35 29 101004
25 13 180078
25 9 81551
11 23 90829
19 35 106363
23 33 77997
7 21 191224
18 3 85823
17 3 73760
32 24 81443
31 32 166864
34 5 98575
12 3 75274
24 18 15919
30 19 124620
47 220
36 27 94399
21 45 203375
37 31 196336
46 42 120272
15 47 206737
36 45 122825
8 14 218343
38 18 268615
39 14 135051
4 20 124950
27 46 202404
20 18 240687
32 27 276128
20 21 273405
20 28 235193
27 5 229312
34 28 127593
47 1 169740
10 8 216355
35 31 181865
42 47 190536
1 12 255531
42 2 91572
44 38 288499
8 24 253988
22 3 279113
44 37 128157
18 30 255685
5 10 184325
42 35 160678
6 25 74182
37 1 160409
23 1 152043
15 33 220363
35 21 225108
28 22 242701
15 27 32175
39 38 239328
47 45 210486
42 17 203989
20 1 197366
7 25 294401
7 13 216846
38 5 316592
17 44 231237
47 2 180273
23 7 332624
45 10 126038
45 34 180761
9 2 224327
15 12 135075
22 42 219614
37 16 231146
43 32 438587
42 13 208637
33 30 252983
15 16 198691
39 11 104669
33 40 318720
3 38 300507
38 20 212855
8 42 158240
6 39 135145
46 33 197941
37 4 177463
13 44 185286
9 24 244199
38 37 175898
22 32 244825
41 8 162622
16 27 223368
33 35 164318
7 40 249865
24 35 214586
41 39 102192
34 15 184510
19 46 262574
19 15 198119
28 45 272506
17 22 163101
26 30 311891
44 5 267062
9 10 163272
46 31 141459
47 17 292918
38 42 207617
47 35 139038
26 29 313555
39 4 50891
4 10 24487
22 29 157205
11 16 210666
28 43 436463
34 47 106761
30 35 273341
22 25 190362
34 24 282945
10 34 191209
34 18 200236
16 35 216675
40 36 153592
26 39 182773
9 35 130737
6 2 195006
15 26 136282
30 20 163049
29 20 164713
33 13 212277
10 18 177923
24 39 175432
35 34 217892
47 43 348482
36 2 327534
2 3 101403
40 19 197625
29 46 319849
1 46 224942
27 41 100731
43 10 266473
3 46 212767
6 32 340065
22 37 60021
39 33 136132
24 12 348631
15 3 235584
18 8 219238
43 41 190685
32 9 267320
2 28 271118
7 45 238030
46 5 100099
46 24 216020
13 36 221891
41 30 252143
9 37 16586
14 30 248977
24 6 199182
5 19 332700
29 11 235885
44 32 312961
9 22 43435
3 41 223116
11 37 123685
6 5 212409
37 18 213449
35 45 93503
39 34 217613
27 37 7778
37 28 287706
15 1 120456
26 32 380235
34 41 196694
11 26 220014
33 21 71102
9 8 127551
47 5 265313
10 23 175931
19 39 231222
44 9 111571
47 7 193105
37 14 160794
44 42 188825
33 6 181103
4 32 362267
20 14 197028
17 13 181498
32 11 308489
21 16 8433
22 31 240801
27 23 202112
29 16 158801
4 35 79077
43 46 321872
33 16 79535
28 4 294315
15 39 95885
38 31 228804
26 5 259697
43 38 260853
39 5 157921
20 42 212106
12 27 159752
6 36 158336
45 39 99634
16 42 55997
3 35 244314
18 16 220351
19 27 165944
20 41 145466
26 28 384035
33 11 131131
39 17 182066
32 19 358526
14 10 161455
33 9 223968
19 47 120370
5 4 208812
5 22 203983
20 11 71172
17 32 314799
14 5 60740
23 44 251545
15 6 39260
38 16 263614
14 17 276026
11 5 262590
18 25 238614
7 21 206034
16 41 237873
16 8 214237
30 12 214523
17 24 299737
23 26 223120
6 22 116180
13 39 128953
13 23 169300
47 41 160236
21 41 246306
19 38 334064
29 1 294891
11 46
1 7 94144
2 6 28559
1 11 168995
8 11 60025
5 8 67776
9 1 53631
9 10 193626
3 7 199286
10 5 318114
9 4 151162
3 9 158773
2 8 261371
7 8 97225
5 3 131495
2 7 358596
6 1 317089
3 4 76461
8 10 250338
6 4 264330
4 11 34425
6 10 368350
3 10 351026
2 10 396909
7 11 157250
6 3 271941
11 9 116737
6 9 343556
6 8 286844
6 5 219068
5 11 89459
7 10 234139
2 11 201346
4 2 235771
11 6 229905
4 7 191675
4 10 343415
1 4 203420
1 3 211031
2 1 345648
10 11 308990
9 5 124488
7 9 40513
9 2 318083
1 5 178119
10 1 139995
2 3 243382
7 8
7 6 65175
6 1 73212
1 2 58765
1 3 135620
1 4 860455
3 4 724835
5 7 272233
2 7 197152
24 238
3 1 136970
3 14 55777
16 2 95111
12 1 73752
24 5 77922
16 22 95852
7 17 83552
18 13 110777
2 1 107758
16 12 35653
13 3 94989
8 2 80546
24 17 44073
17 13 87403
4 15 112937
22 13 78686
10 11 182564
19 6 136830
2 5 76654
6 20 60469
9 22 111249
12 19 132678
13 9 99961
23 19 127090
20 19 85725
1 6 192686
3 7 75966
22 7 123042
20 13 99742
3 22 106277
2 24 92998
20 18 48897
15 2 137018
23 18 91123
4 8 1111
13 8 128530
19 21 125882
3 19 80972
1 5 90948
17 21 52496
16 5 39257
21 20 62226
24 16 96379
13 24 123229
6 5 114904
14 4 88207
5 11 89792
20 17 12339
11 7 116076
3 15 90013
13 7 44356
6 10 188979
9 17 20805
15 23 151303
22 6 171499
14 12 93608
21 7 100063
6 11 40472
9 23 66262
16 11 126440
14 10 112010
4 11 7680
11 3 40110
23 11 101400
9 14 42558
17 4 40016
1 8 161005
5 13 45307
9 20 17972
12 2 59458
23 20 66043
24 12 74318
5 15 139695
4 16 118760
11 2 87115
5 19 115482
20 15 85260
9 6 78441
12 11 93822
7 2 69282
20 14 60530
7 4 108396
7 15 165979
6 17 72808
15 18 134157
7 8 109507
12 4 86142
10 4 174884
20 3 4753
17 2 64097
21 12 6796
13 14 64545
8 21 91014
4 13 127419
21 15 147486
5 14 97212
8 18 77685
18 6 109366
19 13 160789
17 5 42096
24 15 126500
3 17 7586
16 18 97972
17 16 81353
21 16 28857
13 10 47465
10 22 126151
11 15 116953
12 18 62319
19 10 208254
4 20 27677
21 2 66254
3 5 49682
24 9 23268
18 22 114616
14 1 156851
23 24 89530
23 12 28804
17 12 59292
16 7 128920
9 8 46760
23 10 81164
11 8 6569
20 2 51758
1 19 181298
6 21 122695
18 9 66869
19 24 117459
11 9 53329
19 9 94191
21 13 55707
23 17 53704
8 16 119871
4 9 45649
6 16 151552
14 11 95887
16 20 91083
7 10 91821
15 14 145790
23 1 102556
21 9 44254
21 3 57473
10 16 132029
9 10 147426
24 3 36487
21 24 67522
12 5 17196
12 10 109968
23 6 126512
19 16 154739
18 11 84254
24 14 65826
14 7 20189
17 15 97599
22 8 139818
13 11 135099
9 7 62747
24 18 90137
4 22 138707
4 1 159894
19 2 73540
19 8 102927
18 4 76574
17 10 134868
12 15 143725
3 23 61290
9 1 124802
12 8 87253
17 1 133044
14 17 63363
6 15 145729
19 4 104038
1 15 185896
21 5 10400
22 12 73791
22 15 196290
4 21 89903
20 8 28788
1 24 148070
21 22 66995
23 7 78055
11 22 146387
18 2 2861
7 20 80719
16 14 115669
8 17 41127
3 12 63218
3 9 13219
5 22 56595
24 11 76597
7 5 89663
5 8 83223
20 12 58465
2 22 117477
2 23 88262
4 6 32792
12 6 118934
13 12 62503
23 22 44987
10 2 161103
8 24 70028
3 18 53650
14 19 116911
19 11 109496
17 19 73386
23 13 33699
16 15 176343
16 3 86330
9 12 51050
7 12 106859
19 18 70679
8 15 114048
3 6 65222
13 2 113638
6 24 77685
13 1 136255
17 18 61236
5 23 11608
11 17 47696
19 15 170985
18 14 46232
6 13 141514
9 16 73111
7 24 86015
9 15 103232
10 1 183720
7 1 177040
23 21 22008
3 2 56511
10 20 147207
10 15 232467
24 10 170694
3 10 142454
22 20 111030
5 4 82112
6 14 117347
5 9 54654
23 16 50865
44 452
18 4 84086
11 5 135891
40 17 164026
11 36 94546
29 27 168616
10 25 153014
21 1 136297
6 14 135047
38 9 155518
29 42 96274
19 41 73785
29 28 95859
1 3 119633
41 43 86952
28 3 205954
42 9 82138
1 42 110703
22 26 73023
15 19 106218
4 16 92573
32 41 2888
42 3 62068
6 8 188647
34 44 81711
43 11 59867
25 5 169236
14 39 132283
4 36 111953
18 24 158330
30 19 25866
3 39 151102
34 36 23167
37 17 203208
27 8 148478
24 36 54322
24 23 158037
30 10 110964
19 9 122489
25 7 90894
24 39 61895
35 1 96799
22 19 91488
13 32 155177
16 24 113970
1 34 108029
20 10 168939
11 3 67422
23 7 140545
25 9 158465
44 27 71142
4 3 63712
18 27 116606
23 33 141411
39 40 109787
42 23 90290
36 41 131227
31 13 60734
25 18 105631
25 4 129644
22 43 50769
24 4 141087
35 23 135474
2 31 119148
13 22 106396
9 22 152590
39 20 109756
4 44 28213
32 28 154447
35 4 100016
1 28 249335
10 5 138515
36 6 119001
26 37 116852
41 13 152318
37 13 73300
41 21 61231
32 30 50778
11 27 81948
14 4 115745
32 42 65263
36 16 97747
3 35 88655
31 24 75658
16 38 51862
43 7 131007
19 38 130004
42 6 103278
16 41 100195
30 6 88793
11 20 88085
27 2 97473
38 8 181765
9 10 198965
14 24 70388
4 6 158060
7 37 148409
33 8 192679
19 17 203536
1 30 99177
15 43 65527
44 5 157106
4 43 71766
22 20 73473
43 44 77884
15 12 80105
14 8 154034
22 31 56216
39 23 157951
10 37 212058
28 2 194001
19 35 128314
39 42 137874
34 15 104937
2 34 95139
23 43 60980
25 34 44279
25 3 65932
36 15 106970
41 20 149962
23 14 106149
32 5 65274
27 41 143825
24 6 116277
15 16 110842
4 23 115635
27 4 99355
44 6 129847
25 42 76327
6 34 116952
11 21 60385
17 7 228051
33 11 112664
5 4 172995
40 25 104429
19 34 138222
23 25 112751
21 32 64090
19 4 95133
37 1 142694
44 22 43883
7 2 141754
24 43 172103
41 10 76100
19 12 114351
23 41 96490
5 31 90994
28 36 191544
36 19 140251
16 42 37791
33 27 159311
27 23 134813
31 29 167591
21 23 35259
43 34 140948
20 29 162479
35 24 42385
18 8 137472
32 33 47765
14 33 175701
4 34 109924
